T: GeneID,t-statistic,p-value,q-value,Fold change,neglog10p,log2FC,,,,,,
NAP1L1,-0.312668246,0.761656219,0.856378556,0.848890288,0.118241007,-0.236349985,,,,,,
PCBP1,-0.304558892,0.767626944,0.86183824,0.912009491,0.11484979,-0.132879257,,,,,,
GFPT1,-0.29708813,0.77314187,0.867029072,0.876921717,0.111740807,-0.189480036,,,,,,
GNA13,-0.294853564,0.774794063,0.867993928,0.866808827,0.110813716,-0.206214249,,,,,,
GET3,-0.293199098,0.776018114,0.868537213,0.875221443,0.110128141,-0.192280009,,,,,,
CTSF,-0.292256379,0.776715874,0.868537213,0.841138172,0.109737819,-0.249585286,,,,,,
TCP1,-0.287344599,0.780354772,0.871067493,0.82977725,0.107707909,-0.269203991,,,,,,
ARF4,-0.277786335,0.787452168,0.876439989,0.814657137,0.103775817,-0.295735091,,,,,,
HLA-DRB3,-0.27599961,0.788781209,0.876439989,0.891703511,0.103043444,-0.165363997,,,,,,
RPL7,-0.275522621,0.789136135,0.876439989,0.898434337,0.10284807,-0.154515028,,,,,,
GSTT2B,-0.272812087,0.791154012,0.877010632,0.921451394,0.101738965,-0.118020028,,,,,,
CLTC,-0.27254657,0.791351767,0.877010632,0.886916278,0.101630424,-0.17313017,,,,,,
STX12,-0.270952477,0.792539365,0.877069334,0.773537957,0.100979157,-0.37045601,,,,,,
SLC30A1,-0.264558571,0.797308473,0.881085703,0.899572799,0.098373621,-0.152688056,,,,,,
RAB35,-0.261273713,0.799762067,0.883165826,0.918760771,0.097039198,-0.122238837,,,,,,
PDIA6,-0.259994038,0.80071854,0.883590908,0.823578393,0.096520116,-0.280022115,,,,,,
RPS25,-0.258193651,0.802064803,0.884445211,0.839480938,0.095790541,-0.252430528,,,,,,
TUBB3,-0.257185949,0.802818627,0.884512971,0.810785384,0.095382559,-0.302608013,,,,,,
PCOLCE,-0.254811624,0.804595622,0.884512971,0.894530752,0.094422335,-0.160797015,,,,,,
GMPPB,-0.254035729,0.805176575,0.884512971,0.934184862,0.094108868,-0.098220028,,,,,,
RPS8,-0.251725728,0.806906943,0.885364183,0.899937013,0.093176548,-0.152104065,,,,,,
UGDH,-0.246329636,0.810953338,0.887913499,0.893700927,0.091004134,-0.162135974,,,,,,
CTHRC1,-0.245461645,0.811604781,0.88799787,0.903095206,0.090655403,-0.147050008,,,,,,
VPS29,-0.243954876,0.812736001,0.888606689,0.904194427,0.090050502,-0.145295069,,,,,,
ECM2,-0.242829149,0.813581451,0.888902419,0.913625005,0.089598962,-0.130325958,,,,,,
VPS35,-0.237983631,0.817223456,0.89183197,0.86758912,0.087659177,-0.204916134,,,,,,
RPL17,-0.237726975,0.817416495,0.89183197,0.916676787,0.087556603,-0.125514954,,,,,,
PPP1CA,-0.234493218,0.819849813,0.893856002,0.901140501,0.086265698,-0.150176033,,,,,,
GNG10,-0.221615049,0.829560268,0.900000122,0.905266824,0.081152057,-0.143585011,,,,,,
PSAP,-0.216188231,0.833661504,0.90318198,0.935742152,0.079010252,-0.095817052,,,,,,
PSMA4,-0.212915303,0.836137551,0.90523015,0.950912669,0.077722272,-0.072615243,,,,,,
SNX2,-0.210781788,0.837752634,0.906343998,0.875243863,0.076884198,-0.192243055,,,,,,
KRT84,-0.2085712,0.83942691,0.906983707,0.942452586,0.076017113,-0.085508056,,,,,,
PSMA6,-0.20767764,0.840103926,0.906983707,0.969669481,0.075666986,-0.044435017,,,,,,
ANXA3,-0.204091579,0.842822335,0.908016258,0.908086044,0.074263964,-0.139099091,,,,,,
RPL13A,-0.203291165,0.84342939,0.908037491,0.875643166,0.07395127,-0.191585019,,,,,,
LTA4H,-0.201135754,0.845064652,0.909164894,0.8989475,0.073110064,-0.153691232,,,,,,
ESYT1,-0.199154996,0.846568101,0.910045051,0.879838012,0.0723381,-0.184690163,,,,,,
RPL13,-0.192754484,0.851430716,0.910678302,0.906148886,0.069850686,-0.142179981,,,,,,
CAP1,-0.192294338,0.851780558,0.910678302,0.957765254,0.069672277,-0.062255997,,,,,,
TMEM30A,-0.191748862,0.852195319,0.910678302,0.88506176,0.069460856,-0.176149964,,,,,,
STOM,-0.191529795,0.852361904,0.910678302,0.956515338,0.069375969,-0.064139992,,,,,,
LMAN2,-0.182670795,0.85910492,0.915352313,0.908222055,0.065953794,-0.138883024,,,,,,
MDH2,-0.176570018,0.863755582,0.918198101,0.909302853,0.063609133,-0.137167215,,,,,,
MAPK1,-0.17642177,0.863868662,0.918198101,0.886251406,0.06355228,-0.174212083,,,,,,
RPL38,-0.173713432,0.865935095,0.919143878,0.95323248,0.062514659,-0.069099985,,,,,,
ASAH1,-0.173326146,0.866230679,0.919143878,0.925021595,0.062366439,-0.112441048,,,,,,
NPC2,-0.16996265,0.868798677,0.921236457,0.934895403,0.061080849,-0.097123131,,,,,,
SEC11C,-0.168482752,0.869929082,0.921802852,0.913904927,0.06051615,-0.129884005,,,,,,
GSTM3,-0.167348575,0.870795624,0.922089065,0.961619707,0.060083762,-0.056461632,,,,,,
ARF6,-0.164111453,0.87326987,0.924076125,0.965438439,0.058851524,-0.050743826,,,,,,
H2AC21,-0.160800659,0.875801932,0.92538081,0.937530162,0.057594101,-0.093062989,,,,,,
DNM2,-0.150875038,0.883401781,0.931609245,0.906946859,0.05384173,-0.140910074,,,,,,
FRZB,-0.149409923,0.884524679,0.932157569,0.905990961,0.053290045,-0.142431438,,,,,,
STXBP3,-0.142235321,0.890027345,0.935406034,0.960152164,0.05059665,-0.058665033,,,,,,
NUTF2,-0.140584112,0.891294657,0.936101589,0.934420166,0.049978697,-0.097856686,,,,,,
EFEMP2,-0.13886666,0.892613156,0.936849925,0.939752004,0.049336717,-0.089648008,,,,,,
PRELP,-0.136427348,0.894486431,0.937543066,0.958725651,0.048426243,-0.060810063,,,,,,
PPP2CB,-0.12989492,0.899506394,0.94152802,0.952156063,0.045995745,-0.070730038,,,,,,
STX4,-0.12156054,0.90591793,0.945678002,0.931770895,0.042911144,-0.101952828,,,,,,
ILK,-0.114939329,0.91101671,0.949078055,0.978171912,0.040473657,-0.031840056,,,,,,
PTPRA,-0.11158674,0.913600087,0.950488382,0.933823575,0.039243868,-0.098778084,,,,,,
CKAP4,-0.109057157,0.91555,0.951876463,0.937993621,0.038317933,-0.092349984,,,,,,
FCN2,-0.102128604,0.920893845,0.955926856,0.947308328,0.03579043,-0.078094028,,,,,,
ALDOA,-0.100171166,0.922404348,0.955926856,0.988121266,0.035078659,-0.01723999,,,,,,
PRDX5,-0.093912421,0.92723623,0.959509513,0.965438958,0.032809607,-0.050743051,,,,,,
VPS37C,-0.085759149,0.933535426,0.962805716,0.957218418,0.029869197,-0.063079938,,,,,,
TUBB,-0.082818037,0.935808945,0.96386451,0.993092534,0.028812808,-0.009999944,,,,,,
NDRG1,-0.079071464,0.938705985,0.965447372,0.94420956,0.027470413,-0.082821004,,,,,,
STEAP3,-0.070545715,0.945302006,0.968757355,0.985901879,0.02442942,-0.020484025,,,,,,
ARPC1B,-0.069428793,0.946166461,0.968757355,0.976729037,0.024032451,-0.033969708,,,,,,
APMAP,-0.06776771,0.947452212,0.968757355,0.98230979,0.023442686,-0.025750017,,,,,,
RAB10,-0.066423434,0.948492859,0.969180409,0.991421173,0.022965935,-0.012430025,,,,,,
GLG1,-0.057301708,0.955556896,0.975109546,0.967759176,0.019743449,-0.047280014,,,,,,
GAPDH,-0.053632323,0.958399732,0.97644744,0.991160081,0.018453317,-0.012810011,,,,,,
TPT1,-0.053115008,0.958800569,0.97644744,0.991737378,0.018271717,-0.011969963,,,,,,
MACROH2A1,-0.052348715,0.959394348,0.97644744,0.967643792,0.018002844,-0.047452033,,,,,,
EHD1,-0.051483713,0.960064646,0.976486804,0.981728567,0.017699523,-0.026603898,,,,,,
FAM234A,-0.048844565,0.962109947,0.97792372,0.978154153,0.016775295,-0.031866249,,,,,,
BSG,-0.046721737,0.963755321,0.978309735,0.990533028,0.016033211,-0.013723015,,,,,,
GAP43,-0.030623647,0.976238039,0.984282172,0.991193172,0.010444274,-0.012761845,,,,,,
SGCE,-0.030102591,0.976642207,0.984282172,0.986155774,0.010264511,-0.020112541,,,,,,
RAC1,-0.019633385,0.98476421,0.989243319,0.995957456,0.006667744,-0.005843978,,,,,,
MRC1,-0.013614728,0.989434383,0.991813955,0.993173029,0.004613002,-0.009883011,,,,,,
CLCC1,-0.013028428,0.989889348,0.991813955,0.993471178,0.004413349,-0.009449982,,,,,,
AHCY,-0.009883718,0.992329684,0.993166659,0.995159901,0.003344017,-0.006999741,,,,,,
VAT1,0.005661109,0.99560661,0.99560661,1.001450444,0.001912229,0.002091033,,,,,,
RPL3,0.009632999,0.992524248,0.993166659,1.007250368,0.003258874,0.010422333,,,,,,
AP2B1,0.014535534,0.988719852,0.991813955,1.00949859,0.004926746,0.013638895,,,,,,
RPL8,0.016841133,0.986930791,0.990775976,1.004739249,0.005713301,0.00682114,,,,,,
CCT8,0.02187975,0.983021292,0.988134537,1.01273507,0.007437075,0.018256817,,,,,,
ST13,0.022303611,0.982692435,0.988134537,1.011379955,0.007582387,0.01632509,,,,,,
COL6A1,0.022858866,0.98226164,0.988134537,1.014472714,0.007772816,0.020730061,,,,,,
PNP,0.026152242,0.979706605,0.986727304,1.005469954,0.008903964,0.007869971,,,,,,
H4C1,0.032101546,0.975091712,0.984002472,1.013523776,0.010954535,0.019379932,,,,,,
ERAP1,0.033206071,0.974235032,0.983780117,1.018052578,0.011336258,0.025812073,,,,,,
F7,0.033506096,0.974002335,0.983780117,1.01763714,0.011440002,0.025223229,,,,,,
MYH9,0.034187255,0.973474044,0.983780117,1.004292808,0.011675624,0.006179957,,,,,,
CAP2,0.036890306,0.97137776,0.982820692,1.027457723,0.012611844,0.039079033,,,,,,
PLCD1,0.040581499,0.968515525,0.980566471,1.014768032,0.013893413,0.021149976,,,,,,
GPI,0.041460714,0.967833831,0.980518416,1.012310619,0.014199201,0.017652037,,,,,,
PGM1,0.042904081,0.966714784,0.980026922,1.013189172,0.01470164,0.018903565,,,,,,
PYGL,0.043112764,0.966552998,0.980026922,1.017515594,0.014774328,0.025050905,,,,,,
FBLN2,0.054343489,0.95784871,0.97644744,1.017224035,0.018703081,0.024637455,,,,,,
UBA1,0.058065124,0.954965526,0.975109546,1.031770875,0.020012306,0.045122627,,,,,,
IKBIP,0.068074797,0.947214501,0.968757355,1.035286474,0.023551662,0.05003003,,,,,,
YWHAQ,0.069129399,0.946398193,0.968757355,1.040328757,0.023926098,0.05703951,,,,,,
COL6A2,0.072866907,0.943505737,0.967922939,1.047376426,0.025255455,0.066780038,,,,,,
PLXND1,0.075148286,0.941740605,0.966753636,1.036370614,0.026068704,0.051540013,,,,,,
CALCRL,0.078407913,0.939219177,0.965447372,1.02939101,0.027233049,0.041791089,,,,,,
ADH1B,0.079307401,0.938523518,0.965447372,1.02130229,0.02755484,0.030409945,,,,,,
SPP2,0.084464542,0.934536097,0.963195204,1.042188326,0.029403919,0.059615999,,,,,,
ILVBL,0.08730948,0.932337254,0.962211879,1.033392316,0.030426962,0.047388062,,,,,,
CCT6A,0.090372395,0.929970614,0.960410534,1.041256033,0.031530774,0.058324855,,,,,,
ATP2B1,0.090994531,0.929489993,0.960410534,1.065158446,0.031755281,0.091068052,,,,,,
NRAS,0.09220333,0.928556241,0.960232742,1.026030086,0.032191787,0.037073035,,,,,,
BPNT2,0.094070324,0.927114286,0.959509513,1.050036925,0.032866727,0.070440061,,,,,,
NID2,0.099998726,0.922537431,0.955926856,1.045381238,0.035016004,0.064029172,,,,,,
KRT9,0.101482765,0.921392185,0.955926856,1.079383118,0.035555476,0.110207029,,,,,,
AKR1A1,0.102674961,0.920472295,0.955926856,1.044029961,0.035989278,0.062163115,,,,,,
ETFDH,0.112205919,0.91312289,0.950488382,1.055370851,0.03947077,0.077750042,,,,,,
NPC1,0.115968263,0.910224073,0.948891717,1.067251146,0.040851683,0.093899712,,,,,,
SAR1A,0.117116437,0.909339702,0.948609433,1.025850171,0.041273847,0.036820035,,,,,,
HFE,0.12343904,0.904472177,0.944806747,1.055992783,0.043604788,0.078599975,,,,,,
ATP6AP1,0.12634308,0.902237868,0.943110037,1.061687038,0.044678949,0.086358555,,,,,,
DNAJC13,0.128979552,0.900210208,0.941627187,1.052893869,0.045656067,0.07436002,,,,,,
COL15A1,0.13011499,0.899337199,0.94152802,1.113847587,0.046077443,0.155551836,,,,,,
COL6A3,0.136787909,0.894209494,0.937543066,1.080628111,0.048560724,0.111870117,,,,,,
IGHV3-49,0.143507369,0.889051265,0.935015821,1.055400108,0.051073196,0.077790037,,,,,,
ACTR1A,0.145477283,0.887540085,0.934061928,1.254341589,0.051812023,0.326930285,,,,,,
DYNC1I2,0.145510428,0.887514662,0.934061928,1.046969914,0.051824464,0.066219985,,,,,,
HSPA2,0.155164272,0.880116004,0.928777708,1.106529661,0.055460082,0.146042123,,,,,,
TBXAS1,0.160151581,0.876298516,0.92538081,1.101809461,0.057347924,0.139874756,,,,,,
SNX3,0.162092678,0.874813629,0.925076519,1.077659208,0.05808446,0.107901022,,,,,,
PSMD3,0.176050973,0.864151512,0.918198101,1.069821467,0.063410106,0.097370058,,,,,,
PI4K2A,0.176335078,0.86393479,0.918198101,1.100667794,0.063519037,0.138379097,,,,,,
AP1B1,0.188977138,0.854303582,0.911492987,1.127597275,0.068387772,0.173251897,,,,,,
CPA3,0.190585744,0.853079875,0.910815943,1.093352831,0.069010304,0.128759041,,,,,,
RAB13,0.192475713,0.851642657,0.910678302,1.090266692,0.069742594,0.124681078,,,,,,
IGFBP5,0.192777548,0.851413182,0.910678302,1.073427698,0.06985963,0.102225021,,,,,,
NME1,0.19282773,0.851375031,0.910678302,1.05309091,0.069879091,0.074629985,,,,,,
OMD,0.197642012,0.847716939,0.910118324,1.050468573,0.071749139,0.071033001,,,,,,
RPS18,0.19850706,0.847060044,0.910045051,1.136140342,0.072085803,0.184141055,,,,,,
RAB7A,0.205952599,0.841411314,0.907128237,1.038967131,0.074991653,0.055150013,,,,,,
PSMA5,0.20601851,0.841361351,0.907128237,1.105402272,0.075017442,0.144571483,,,,,,
EIF5A,0.218063026,0.832244048,0.90227861,1.094530434,0.079749302,0.13031207,,,,,,
PFKL,0.222303636,0.829040265,0.900000122,1.131059773,0.081424376,0.177675173,,,,,,
RPSA,0.225273277,0.826798683,0.898264768,1.130953783,0.082600224,0.177539974,,,,,,
USP5,0.226054471,0.826209286,0.898255666,1.121640253,0.082909928,0.16561003,,,,,,
PACSIN2,0.227748084,0.824931882,0.897498022,1.069004261,0.083581912,0.096267603,,,,,,
ALOX5,0.230646354,0.822747131,0.895751454,1.18417479,0.084733623,0.243882045,,,,,,
PSMB5,0.23259265,0.821280894,0.894785245,1.076076073,0.08550828,0.105780073,,,,,,
PSMB6,0.248822245,0.809083447,0.886493983,1.105953731,0.092006684,0.14529103,,,,,,
RPL4,0.24978485,0.808361667,0.886331303,1.128005225,0.092394289,0.173773751,,,,,,
MZB1,0.25352503,0.805559032,0.884512971,1.085259508,0.093902629,0.118040062,,,,,,
LYN,0.254325645,0.804959485,0.884512971,1.14099074,0.094225978,0.190287083,,,,,,
SLC25A11,0.254775894,0.804622372,0.884512971,1.112010176,0.094407896,0.15316999,,,,,,
FLNB,0.267127296,0.795391423,0.879595951,1.133137028,0.099419096,0.180322334,,,,,,
GAS6,0.275812547,0.788920396,0.876439989,1.070310005,0.102966816,0.098028719,,,,,,
CISD2,0.27992946,0.78585898,0.87531555,1.089095509,0.10465538,0.123130478,,,,,,
PLOD2,0.28229443,0.784102096,0.87398835,1.153344147,0.105627385,0.205823064,,,,,,
INHBA,0.284614662,0.782379702,0.872697705,1.170737849,0.106582426,0.227418065,,,,,,
RPL6,0.287853247,0.779977676,0.871067493,1.07589035,0.107917827,0.105531052,,,,,,
KRT5,0.291920671,0.776964402,0.868537213,1.152981277,0.109598879,0.205369085,,,,,,
CORO1B,0.296776804,0.773371986,0.867029072,1.102783905,0.111611564,0.141150117,,,,,,
GRB2,0.311032591,0.762859188,0.857107779,1.151809452,0.117555619,0.203902066,,,,,,
AKR7A2,0.313489017,0.761052824,0.856322901,1.132459965,0.118585198,0.179460049,,,,,,
PDCD10,0.31559447,0.75950577,0.85582793,1.172108407,0.119468922,0.229106009,,,,,,
HSP90AB1,0.320478766,0.755921224,0.853032271,1.083363188,0.121523461,0.115516976,,,,,,
IGLV3-10,0.32053007,0.755883605,0.853032271,1.11394973,0.121545074,0.155684128,,,,,,
MPZL1,0.321644712,0.755066453,0.853032271,1.093197542,0.122014825,0.128554121,,,,,,
RAB5A,0.321996354,0.754808728,0.853032271,1.109962512,0.122163087,0.150510952,,,,,,
RAD23B,0.332160452,0.747373258,0.847717577,1.126845772,0.126462446,0.172290072,,,,,,
AHNAK,0.337875503,0.743204489,0.844227876,1.050408308,0.128891676,0.070950232,,,,,,
ACO1,0.343035489,0.73944818,0.842436909,1.146399636,0.131092256,0.197110057,,,,,,
DBI,0.346266515,0.737099797,0.841248206,1.217577647,0.132473708,0.284013778,,,,,,
A4GALT,0.350554242,0.733987829,0.841175081,1.14958649,0.134311141,0.201115012,,,,,,
LRRC17,0.355527663,0.730384616,0.838911305,1.299923775,0.136448383,0.378427029,,,,,,
HADHB,0.361417418,0.726126551,0.836506444,1.191239912,0.138987683,0.252463996,,,,,,
GBE1,0.369773243,0.720102657,0.831882413,1.133300976,0.142605587,0.180531055,,,,,,
LAMA2,0.371157515,0.719106659,0.831517498,1.214385424,0.14320669,0.28022638,,,,,,
APOC3,0.376511047,0.715260022,0.828308609,1.180370717,0.145536048,0.239240035,,,,,,
NIBAN2,0.381910564,0.711388926,0.82568114,1.202249612,0.1478929,0.265736461,,,,,,
KRT1,0.391506194,0.70453107,0.81956737,1.20237762,0.152099849,0.265890062,,,,,,
RHOA,0.396711835,0.700822394,0.81771428,1.087346002,0.154392029,0.12081109,,,,,,
HEG1,0.398235743,0.699738286,0.817683591,1.075181369,0.155064363,0.104580045,,,,,,
OTUB1,0.399309416,0.698974907,0.817409384,1.122169109,0.155538415,0.166290104,,,,,,
LGALS3BP,0.410909534,0.690750183,0.81270912,1.131816541,0.160678991,0.178640127,,,,,,
LUM,0.420660976,0.683869163,0.807653532,1.137534252,0.165026979,0.185909986,,,,,,
TAPBP,0.42198884,0.68293453,0.807653532,1.295222247,0.165620928,0.373199672,,,,,,
VCP,0.425113382,0.680737534,0.806452282,1.106738226,0.167020303,0.146314025,,,,,,
ALDH1A1,0.436405676,0.672824065,0.798913982,1.11232295,0.172098483,0.153575718,,,,,,
WARS1,0.436918084,0.672465975,0.798913982,1.287730854,0.172329685,0.36483109,,,,,,
NSF,0.438271476,0.671520593,0.798804109,1.137266224,0.172940665,0.185570017,,,,,,
ATIC,0.440444415,0.67000401,0.798632382,1.182840151,0.173922598,0.242255121,,,,,,
VPS28,0.452302939,0.661755416,0.793634945,1.204446266,0.179302496,0.268370032,,,,,,
GNG2,0.453041721,0.661243107,0.793634945,1.387805549,0.179638842,0.47280544,,,,,,
HSPD1,0.458435212,0.657508649,0.790441968,1.349356817,0.18209853,0.432271898,,,,,,
RPS2,0.465148711,0.652874212,0.787319447,1.089400803,0.185170485,0.123534836,,,,,,
PTGES3,0.466939452,0.651640677,0.786445344,1.247789849,0.185991814,0.319374979,,,,,,
HSPA8,0.468029569,0.650890307,0.786153449,1.110223497,0.186492196,0.150850132,,,,,,
METRNL,0.475036752,0.646076932,0.781560984,1.147620814,0.189715765,0.198646039,,,,,,
MANBA,0.478130052,0.643957588,0.780218206,1.186761528,0.191142735,0.247030064,,,,,,
ARPC4,0.484014094,0.639935573,0.775953252,1.202239703,0.193863747,0.26572457,,,,,,
ATP5F1A,0.485450359,0.638955696,0.775438949,1.202553536,0.194529254,0.266101122,,,,,,
ARPC5,0.485865405,0.638672673,0.775438949,1.160703042,0.194721666,0.214998916,,,,,,
CXCL12,0.486242563,0.638415539,0.775438949,1.161829985,0.194896551,0.216398969,,,,,,
WBP2,0.494635309,0.632706908,0.772642085,1.085831328,0.198797424,0.118800014,,,,,,
GMFG,0.495315851,0.63224513,0.772642085,1.202202575,0.199114507,0.265680015,,,,,,
MVP,0.502899724,0.627110558,0.771291108,1.33282852,0.202655888,0.414491177,,,,,,
EZR,0.518807268,0.616409407,0.761157302,1.210505807,0.210130743,0.27561,,,,,,
LAMTOR2,0.520943552,0.614979491,0.759998636,1.171137117,0.211139367,0.227909997,,,,,,
ABHD12,0.525772515,0.611753568,0.75782934,1.3440234,0.213423489,0.426558256,,,,,,
KRT6A,0.53068581,0.608480358,0.754984457,1.244869182,0.215753437,0.315994143,,,,,,
RHOG,0.531022795,0.608256197,0.754984457,1.186394136,0.215913458,0.246583372,,,,,,
FUNDC2,0.535988117,0.604958293,0.753069873,1.208064121,0.218274566,0.272697031,,,,,,
CAND1,0.549048746,0.596328789,0.749774077,1.172613932,0.224514223,0.229728103,,,,,,
B2M,0.552355182,0.594154614,0.7480155,1.164757021,0.226100526,0.220029026,,,,,,
UGP2,0.553410105,0.593461837,0.747752241,1.382826136,0.226607204,0.467619777,,,,,,
RPLP2,0.554839074,0.592524113,0.747679131,1.126742098,0.227293971,0.172157332,,,,,,
GLUD1,0.558292157,0.590261415,0.745542604,1.481050799,0.228955605,0.566621125,,,,,,
MELTF,0.559855742,0.589238384,0.744858988,1.153166295,0.22970897,0.205600575,,,,,,
HPX,0.561090033,0.588431485,0.744858988,1.105592742,0.230304097,0.144820049,,,,,,
MAMDC2,0.56147283,0.588181359,0.744858988,1.389652624,0.230488743,0.474724293,,,,,,
ARPC2,0.563330922,0.586968071,0.744858988,1.097642366,0.231385522,0.134408072,,,,,,
ATP5F1C,0.564143557,0.586437868,0.744858988,1.606809788,0.231777994,0.684199154,,,,,,
RPL14,0.569600253,0.582884418,0.741678445,1.468926353,0.234417554,0.554762065,,,,,,
MASP2,0.573121773,0.580597447,0.741678445,1.328918034,0.236124879,0.410252124,,,,,,
HNRNPK,0.579048672,0.576759525,0.739975291,1.31610639,0.239005224,0.396276116,,,,,,
PFKP,0.585795123,0.572408052,0.73740885,1.370755917,0.242294265,0.454971701,,,,,,
MYO1G,0.592151372,0.568325062,0.73341448,1.536915951,0.245403192,0.620038271,,,,,,
CPNE1,0.601362896,0.562437097,0.728858133,1.222198563,0.249926042,0.289478689,,,,,,
DSP,0.612588873,0.555308494,0.722648932,1.29832279,0.255465684,0.376649112,,,,,,
PSMA1,0.621672431,0.549578455,0.717608355,1.206542523,0.259970301,0.270878762,,,,,,
CAPZA1,0.623694503,0.548307571,0.716554104,1.15145257,0.260975757,0.203454986,,,,,,
COPA,0.637269506,0.539819909,0.707255576,1.248821319,0.267751102,0.320567071,,,,,,
WASF2,0.639299135,0.538557557,0.707007873,1.442848909,0.268767876,0.528920233,,,,,,
CBR1,0.640402047,0.537872317,0.707007873,1.339836623,0.269320807,0.422057092,,,,,,
C9,0.645604892,0.534646728,0.704658007,1.151528427,0.271933087,0.203550026,,,,,,
POSTN,0.647076743,0.533736312,0.704058309,1.283612835,0.27267325,0.360210121,,,,,,
COPB1,0.649998167,0.531931986,0.70287765,1.522341543,0.274143894,0.606292069,,,,,,
AZGP1,0.655850575,0.528328367,0.699910587,1.297565105,0.277096071,0.375806928,,,,,,
HEPH,0.658395456,0.526765919,0.699038722,1.078585133,0.278382331,0.109140053,,,,,,
G6PD,0.660763843,0.525314323,0.698311215,1.35218667,0.279580758,0.43529433,,,,,,
PSMC3,0.670020447,0.519664008,0.692180064,1.378078449,0.284277361,0.462658018,,,,,,
PZP,0.67274058,0.518010632,0.691624431,1.583323638,0.285661326,0.662956178,,,,,,
COLGALT1,0.674761844,0.51678412,0.691131703,1.503497243,0.28669084,0.588322222,,,,,,
RAP2B,0.679003528,0.514215996,0.688889021,1.211484633,0.288854418,0.276776105,,,,,,
AHNAK2,0.686288008,0.50982384,0.685977073,1.256355746,0.29257986,0.329245031,,,,,,
RPS16,0.686993272,0.509399829,0.685977073,1.494943232,0.292941205,0.580090702,,,,,,
RPL11,0.68933153,0.5079956,0.685306455,1.365315242,0.294140049,0.449234098,,,,,,
IGKV4-1,0.693936288,0.505237217,0.683972625,1.346175,0.296504666,0.428865969,,,,,,
RHOC,0.701409835,0.500780111,0.678532911,1.430817987,0.300352928,0.51684016,,,,,,
TSG101,0.706793354,0.497584669,0.675387093,1.388303323,0.303133009,0.473322809,,,,,,
GP1BB,0.709203088,0.496158483,0.674635897,1.468996692,0.304379579,0.554831147,,,,,,
RPL15,0.710426833,0.495435199,0.674245438,1.479756905,0.305013142,0.565360188,,,,,,
RPS4X,0.711318567,0.494908563,0.674245438,1.462665646,0.305475032,0.548600018,,,,,,
RPL35,0.714321605,0.493137629,0.672895652,1.491496066,0.307031858,0.576760173,,,,,,
SH3BGRL3,0.716951894,0.491589787,0.672895652,1.286597771,0.308397148,0.363561094,,,,,,
SELENOP,0.725035751,0.486851895,0.669062844,1.413068196,0.312603135,0.498831093,,,,,,
PRDX3,0.732708494,0.482381836,0.665265226,1.671956385,0.316609054,0.741537213,,,,,,
KRT85,0.735586754,0.480711764,0.664146905,1.313284221,0.31811525,0.393179178,,,,,,
KRT14,0.73676776,0.480027572,0.664146905,1.576902114,0.318733817,0.657093108,,,,,,
PRKAR1A,0.737862265,0.479394049,0.664106809,1.542465392,0.319307362,0.625238121,,,,,,
COL12A1,0.738099617,0.479256735,0.664106809,1.285158274,0.319431775,0.361946046,,,,,,
APOA4,0.738883609,0.478803356,0.664106809,1.282199007,0.319842814,0.358620197,,,,,,
TNFRSF11B,0.741774533,0.477133927,0.663353463,1.338117762,0.321359702,0.420205086,,,,,,
PPP2R1A,0.748064206,0.473514754,0.660698384,1.247310017,0.324666485,0.318820089,,,,,,
STXBP2,0.75500511,0.469541478,0.659319823,1.261989586,0.328326037,0.335700005,,,,,,
RPL10A,0.768073459,0.462119515,0.651858368,1.497816871,0.335245691,0.582861245,,,,,,
FGB,0.770594921,0.460696374,0.651292436,1.241332872,0.336585206,0.311890036,,,,,,
HLA-DRA,0.777881621,0.45659987,0.648808271,1.186687457,0.340464217,0.246940017,,,,,,
KRT13,0.779354235,0.455774908,0.648231838,1.46018192,0.341249588,0.546148121,,,,,,
LGALS3,0.780440189,0.455167185,0.648231838,1.207760476,0.341829055,0.272334367,,,,,,
CFL2,0.780502013,0.455132604,0.648231838,1.199543102,0.341862053,0.262484998,,,,,,
ISYNA1,0.781170162,0.454758978,0.648231838,1.218199185,0.342218718,0.284750044,,,,,,
VCAM1,0.783080432,0.453691885,0.648231838,1.371848793,0.343238989,0.456121475,,,,,,
GGT5,0.791969399,0.448748268,0.645362625,1.289687098,0.347997215,0.367021084,,,,,,
ACP2,0.799286036,0.444706126,0.641938067,1.536767248,0.351926888,0.619898677,,,,,,
PRDX6,0.801120652,0.443696408,0.641664956,1.211313316,0.352914088,0.276572078,,,,,,
RPS3,0.810458599,0.438580931,0.637261391,1.456855958,0.357950255,0.542858243,,,,,,
TSPAN14,0.810483957,0.438567094,0.637261391,1.66055951,0.357963957,0.731669426,,,,,,
AK1,0.811453751,0.438038125,0.637261391,1.221833665,0.358488089,0.289047897,,,,,,
NCEH1,0.816007144,0.435560258,0.635860396,1.958225912,0.360951754,0.969547212,,,,,,
CHMP3,0.828731277,0.428686465,0.627603481,1.581014745,0.367860228,0.660850823,,,,,,
PFN1,0.830548383,0.427710903,0.626973488,1.162684737,0.368849679,0.217459962,,,,,,
PLIN3,0.835281531,0.425176913,0.625426743,1.470860185,0.371430326,0.556660116,,,,,,
HSPA9,0.839196131,0.423088938,0.623809296,1.284476171,0.373568329,0.361180127,,,,,,
RPS26,0.840743182,0.422265715,0.623517475,1.386915737,0.374414178,0.471880138,,,,,,
