T: GeneID,t-statistic,p-value,q-value,Fold change,neglog10p,log2FC
SDHB,-0.899107828,0.378331244,0.484991794,0.739661345,0.422127792,-0.435063213
PSMB5,-0.899207226,0.378279467,0.484991794,0.828005921,0.422187232,-0.272287011
ATP6V1D,0.90023194,0.37774596,0.484991794,1.122193739,0.422800171,0.166321769
RAB13,0.907557908,0.373946224,0.480565971,1.309134785,0.427190848,0.388613641
STXBP2,0.914728194,0.370251806,0.476214053,1.179939661,0.431502814,0.238713086
PFKM,-0.919203373,0.367958342,0.473658281,0.753383522,0.434201347,-0.408543617
TLN1,-0.920197122,0.367450346,0.473398529,0.826461019,0.43480134,-0.27498132
CISD2,-0.933653592,0.360617547,0.464983093,0.845109487,0.442953145,-0.242789835
BAG3,-0.939929193,0.357460311,0.461296862,0.582703795,0.446772172,-0.779165387
LEFTY2,-0.942538091,0.356153273,0.459994119,0.715337957,0.44836306,-0.4833031
STX7,-0.942822354,0.356011054,0.459994119,0.764849174,0.448536517,-0.386752814
RPS11,0.942890536,0.355976948,0.459994119,1.158891273,0.448578125,0.212745219
APPL1,-0.947605401,0.353623808,0.457874712,0.725918069,0.451458504,-0.462121367
ALOX5AP,-0.956148602,0.349386828,0.452767843,0.704342306,0.456693472,-0.505651355
NPEPPS,-0.957427557,0.348755511,0.452328876,0.879408929,0.457478921,-0.185393915
SLC25A11,-0.959566328,0.347701504,0.451340492,0.815214779,0.45879343,-0.294747889
LGALS3,0.963155766,0.345937468,0.449428005,1.121710333,0.461002397,0.165700167
ATIC,0.966036841,0.344525977,0.447970698,1.232399941,0.462778027,0.301470518
KRT84,0.969703532,0.342735288,0.446017471,1.209771006,0.465041178,0.27473399
TUBB2A,-0.969739441,0.342717783,0.446017471,0.736802973,0.46506336,-0.440649211
LTA4H,0.971181216,0.342015438,0.445831254,1.38149739,0.46595429,0.466232836
PRDX5,0.97132253,0.341946652,0.445831254,1.18809772,0.466041644,0.248653501
PLPP1,-0.971648062,0.341788231,0.445831254,0.831009199,0.466242896,-0.267063648
RPL11,0.972040575,0.34159728,0.445831254,1.232140244,0.466485597,0.301166475
GALNT2,0.97347428,0.340900427,0.445831254,1.268460045,0.467372454,0.343078077
CD151,-0.9751665,0.340079177,0.445184087,0.839750468,0.468419959,-0.2519674
PRDX6,0.977829149,0.338789715,0.443871949,1.124130609,0.470069782,0.168809667
LAMA4,-0.978955151,0.338245429,0.443534718,0.728089762,0.470768064,-0.457811773
LGALS3BP,0.97946006,0.338001561,0.443534718,1.238852524,0.471081294,0.309004456
TM9SF2,-0.981431773,0.337050392,0.442718697,0.75957359,0.472305163,-0.39673835
DDT,0.984270768,0.335684076,0.441298964,1.303675123,0.47406926,0.382584393
PGM1,0.984748872,0.335454356,0.441298964,1.159802344,0.474366564,0.213878959
CYC1,-0.989149958,0.333344799,0.438970239,0.728561131,0.477106316,-0.456878066
CFD,0.993353441,0.331338523,0.436700219,1.474086443,0.479728068,0.559821129
LRRC17,1.00407318,0.326259968,0.430373644,1.479992296,0.486436211,0.565589666
CSNK2A1,-1.010174474,0.323393709,0.427321944,0.747018102,0.490268433,-0.420784891
HLA-DPA1,1.01273428,0.322196407,0.426104059,1.360223247,0.491879307,0.443843454
H4C1,-1.015691797,0.320816938,0.424642967,0.752573439,0.493742711,-0.410095721
CD276,-1.022051973,0.317864369,0.42145653,0.546946309,0.497758152,-0.870528877
ESYT1,-1.022567255,0.317625997,0.42145653,0.698537474,0.498083959,-0.517590582
AP1B1,1.022793976,0.317521155,0.42145653,1.490888793,0.498227335,0.57617265
MMP14,-1.023382702,0.317249023,0.42145653,0.862545352,0.498599706,-0.21332778
PCBP1,1.032919529,0.312863526,0.416644117,1.179164502,0.504645065,0.237764999
RAB27A,1.032926302,0.312860427,0.416644117,1.359453449,0.504649367,0.443026751
ACSL1,1.037948308,0.310568313,0.414627471,1.244799237,0.507842858,0.315913081
NAPA,-1.038738737,0.310208632,0.414505225,0.804389904,0.508346121,-0.314033121
PFKL,1.0393666,0.309923136,0.414481979,1.407382186,0.508746003,0.493014157
SEPTIN7,-1.041128214,0.309123101,0.413769969,0.809741038,0.509868539,-0.304467499
FBLN7,-1.04271666,0.308402962,0.413163761,0.706205229,0.510881459,-0.501840591
RPS24,1.043190428,0.308188405,0.413163761,1.302449094,0.511183705,0.381226987
GAPDH,1.049648686,0.305274149,0.409682148,1.095636731,0.515309971,0.131769538
BGN,-1.053990067,0.303326142,0.40742156,0.848988793,0.518090158,-0.236182585
ALAD,-1.056225753,0.302326428,0.406431876,0.656948442,0.519523888,-0.606147945
FAM180A,-1.061150174,0.300132686,0.403833884,0.811028846,0.522686705,-0.302174866
FCER1G,1.064199713,0.298779873,0.402363836,1.170314034,0.524648662,0.226895705
PLSCR1,1.069663979,0.296366756,0.39946208,1.113550164,0.528170513,0.155166551
EHD1,1.071663565,0.295487198,0.39862409,1.210459822,0.529461331,0.275555193
WBP2,-1.074683955,0.294162164,0.397183149,0.864988045,0.531413189,-0.209247902
PANX1,-1.078718727,0.292398779,0.395147301,0.744210409,0.534024445,-0.426217526
SULF1,1.085402687,0.289494303,0.391564473,1.181224712,0.538359978,0.240283445
GLT8D2,-1.086793473,0.288892565,0.391092737,0.821234216,0.539263635,-0.284134358
ATP11C,-1.087237568,0.288700613,0.391092737,0.696995893,0.539552294,-0.520777941
COLEC12,-1.087473245,0.288598783,0.391092737,0.758354013,0.539705505,-0.399056613
CYB5R1,-1.088238371,0.28826837,0.391092737,0.738419052,0.540203007,-0.437488317
ARL8B,-1.09172568,0.286765861,0.389578227,0.730067418,0.542472551,-0.4538984
ITLN1,-1.094642884,0.285513333,0.388217777,0.715963845,0.544373607,-0.482041359
ATP2B1,1.096501795,0.284717257,0.387476126,1.538154204,0.545586209,0.621200144
GLG1,1.099614283,0.283387937,0.386006829,1.361441224,0.54761864,0.445134699
UGP2,1.102437683,0.282185977,0.384708572,1.345903672,0.549464571,0.428575158
CCT4,1.103743006,0.281631535,0.384291574,1.290502588,0.550318718,0.367933035
SELENBP1,-1.106814887,0.280329858,0.382853321,0.840477104,0.552330644,-0.250719577
RAB32,1.124797999,0.272797356,0.372895413,1.466250675,0.564159844,0.552131772
AKR1A1,1.12874739,0.271163095,0.370989508,1.291670249,0.566769419,0.36923781
DDAH2,-1.12929953,0.270935191,0.370989508,0.708276979,0.567134582,-0.497614443
PCOLCE,1.132720669,0.269526197,0.369403813,1.400307791,0.569399016,0.48574397
TAGLN2,-1.135320669,0.26845899,0.368267611,0.919616823,0.571122049,-0.120895237
TFG,-1.138008689,0.267358919,0.367084271,0.759296039,0.572905323,-0.397265613
COX7A2,-1.140777817,0.266229124,0.365857979,0.676455942,0.574744437,-0.563932121
ARL8A,1.143965168,0.26493305,0.364400796,1.445389619,0.576863862,0.531458437
ACE,1.144447064,0.264737501,0.364400796,1.244917631,0.577184534,0.316050291
CLEC3B,1.147024714,0.263693323,0.363342137,1.39720185,0.578900866,0.482540458
FAM234A,-1.149775542,0.262582347,0.362134085,0.76165975,0.580734474,-0.392781436
TAPBP,-1.155170471,0.260413542,0.359463693,0.658607887,0.584336435,-0.602508307
CAPZA2,-1.15686847,0.259733682,0.358845641,0.859445846,0.585471728,-0.218521357
SERINC1,-1.168779782,0.25500144,0.352622742,0.685471932,0.593457368,-0.544830501
RAB5A,1.170681135,0.25425202,0.351901185,1.205325897,0.594735588,0.269423276
EMILIN1,-1.172184024,0.253660816,0.35139751,0.787001677,0.595746615,-0.345561385
DSP,1.172395577,0.253577678,0.35139751,1.402063585,0.59588898,0.487551779
GSR,1.174052476,0.252927235,0.351010328,1.373167749,0.597004403,0.457507879
CNN1,-1.175051875,0.252535506,0.350781575,0.631130147,0.597677552,-0.663990557
SSBP1,1.175769512,0.252254497,0.350706342,1.358540785,0.598161083,0.442057878
COL8A2,-1.178980075,0.251000172,0.349276566,0.785378231,0.600325982,-0.348540485
COL15A1,1.181384434,0.250063872,0.348287158,1.85425091,0.601949049,0.890836477
NIBAN2,1.181724395,0.249931695,0.348287158,1.311633969,0.602178665,0.39136517
HAPLN3,-1.186211958,0.24819183,0.346303763,0.61089861,0.605212519,-0.710995138
ARPC5L,-1.187819853,0.247570645,0.345749067,0.763794476,0.606300852,-0.388743609
RPL31,-1.19429003,0.245082757,0.342584035,0.737496727,0.610687242,-0.439291447
NOTCH3,-1.195962241,0.244442825,0.34199874,0.692320735,0.611822706,-0.530487537
EIF5A,1.198188051,0.243592985,0.341118438,1.596590453,0.613335222,0.67499429
RPSA,1.199212568,0.24320256,0.340880469,1.36942816,0.614031859,0.453573585
AKR7A2,1.199297643,0.24317016,0.340880469,1.240177078,0.61408972,0.31054613
DYSF,-1.201489329,0.242336609,0.34028374,0.756084866,0.615580973,-0.403379917
SLC25A6,-1.202535312,0.241939555,0.340035047,0.614042688,0.616293122,-0.703589141
S100A10,-1.202706196,0.241874734,0.340035047,0.851651336,0.616409495,-0.231665179
LAMTOR1,-1.203339871,0.241634478,0.340035047,0.652439198,0.616841097,-0.616084635
GLIPR2,1.205429548,0.240843457,0.339420223,1.123469765,0.618265148,0.167961299
SCAMP1,-1.212062526,0.238345544,0.336206398,0.745485421,0.622792962,-0.423747957
ENO1,-1.214271242,0.237518118,0.335345215,0.907229289,0.624303256,-0.140460879
RSU1,-1.217366508,0.236362227,0.334163428,0.587266381,0.626421927,-0.767913043
RAB10,1.219279585,0.23564994,0.333621618,1.079693463,0.627732666,0.110621773
AKR1B1,-1.220302868,0.235269613,0.333388471,0.861437405,0.628434162,-0.215182126
CDC42,-1.220810344,0.23508117,0.333388471,0.609613196,0.628782156,-0.714033961
GLUD1,1.222544442,0.234438104,0.332820302,1.468465679,0.6299718,0.554309547
SDHA,-1.226649619,0.232921067,0.330970561,0.729498487,0.632791229,-0.45502311
PRELP,1.227342153,0.232665882,0.330912101,1.218285503,0.633267296,0.284852266
A4GALT,1.231453843,0.231155172,0.329066202,1.285964711,0.636096385,0.362851053
HLA-DRB3,1.238559198,0.228562116,0.325674684,1.441336775,0.640995751,0.527407467
CPM,1.23896265,0.228415546,0.325674684,1.477949916,0.641274341,0.563597381
TMEM192,-1.240752193,0.227766285,0.325140052,0.758607776,0.642510562,-0.398573935
SMPDL3B,-1.246756656,0.225598088,0.322342555,0.622823457,0.646664585,-0.683104813
HSPG2,-1.24837105,0.22501783,0.321810884,0.78092296,0.647783067,-0.356747866
GAP43,-1.253057527,0.223339838,0.319706843,0.795610218,0.651033803,-0.32986629
VWF,1.25755256,0.221739402,0.317710023,1.229192497,0.654157129,0.297710866
COPA,1.259294802,0.221121452,0.31711852,1.342356039,0.655369123,0.424767375
CFL2,1.263872815,0.219503983,0.315091139,1.165810062,0.658557596,0.221332759
ARPC5,1.277793516,0.214641412,0.308397419,1.204434448,0.668286484,0.268355876
FDPS,1.279604787,0.214014875,0.307783253,1.30664722,0.66955604,0.385869682
PPP1CB,-1.283613625,0.212633196,0.306080932,0.749127174,0.672368934,-0.41671744
PSMB2,1.285400229,0.21201965,0.30548218,1.168235689,0.673623886,0.224331364
CCT7,-1.285610812,0.211947424,0.30548218,0.633490819,0.673771858,-0.658604383
TFRC,1.288434235,0.210980865,0.304553144,1.382238952,0.675756932,0.467007041
RHBDF1,-1.289121096,0.210746244,0.304498779,0.687120557,0.676240157,-0.541364849
GET3,-1.289422998,0.210643183,0.304498779,0.713283641,0.676452592,-0.487452209
CAPZA1,1.295697161,0.208510169,0.301832136,1.139299817,0.68087276,0.188147455
CCN3,-1.298107086,0.207695335,0.300934384,0.663779832,0.682573258,-0.5912233
CXCL12,1.314560778,0.202197936,0.293243911,1.244538804,0.694223282,0.315611213
ENO2,-1.314828553,0.202109415,0.293243911,0.876467512,0.694413454,-0.190227479
ANXA13,-1.322560322,0.19956646,0.289971566,0.571970168,0.699912447,-0.805988193
KIF5B,-1.324652902,0.19888253,0.289249663,0.642148832,0.701403363,-0.639020383
SH3BGRL3,1.324960026,0.198782305,0.289249663,1.226531693,0.701622277,0.294584513
PDIA6,-1.325413093,0.198634527,0.289249663,0.58125217,0.701945259,-0.782763898
FCN3,1.329952318,0.197158687,0.287554085,1.343561458,0.705184083,0.426062316
GSTT2B,1.333189125,0.196111555,0.286296944,1.329282619,0.707496817,0.410647869
IDH1,1.334345659,0.195738465,0.28602237,1.345621391,0.708323822,0.428272545
PTPRJ,1.336376323,0.195084733,0.2853368,1.372548855,0.709776716,0.456857502
RAB14,-1.33928368,0.19415175,0.284241103,0.878728074,0.711858691,-0.186511308
RPLP0,1.347633106,0.191491845,0.280612694,1.516471619,0.717849717,0.600718498
ANXA2,-1.355374029,0.189051477,0.277299415,0.806454586,0.723419925,-0.310334802
MGP,-1.364107307,0.186327766,0.273563843,0.852713254,0.729722422,-0.229867414
COL12A1,1.364784063,0.186118002,0.273515619,1.306254681,0.730211618,0.385436207
ACO1,1.373584311,0.183407281,0.269788446,1.287658926,0.736583427,0.364750504
CPNE1,1.373624217,0.183395061,0.269788446,1.255061278,0.736612365,0.327757806
MTHFD1,-1.377007091,0.182361454,0.269017946,0.672977582,0.739066955,-0.571369648
ABI3BP,-1.378805917,0.181813722,0.268466107,0.617773586,0.740373342,-0.694849908
CHMP2A,-1.380907047,0.181175594,0.267779606,0.719230655,0.741900307,-0.475473583
SEPTIN2,-1.383278841,0.1804574,0.26697334,0.727596001,0.743625304,-0.458790481
VPS29,1.389741799,0.178511849,0.264601456,1.447433946,0.748332951,0.533497512
CNTN1,-1.389812005,0.178490807,0.264601456,0.523139612,0.748384147,-0.93473208
HSPA8,1.389890282,0.178467348,0.264601456,1.16018989,0.74844123,0.214360952
ALPL,-1.390742993,0.178211957,0.264601456,0.543247972,0.749063162,-0.880317211
ABHD14B,-1.392278639,0.177752756,0.264490626,0.637876799,0.750183657,-0.648650289
COL14A1,-1.402650482,0.174675911,0.260162773,0.702092915,0.757766983,-0.510266125
PFN1,1.404702821,0.174072143,0.259513532,1.124743176,0.759270724,0.169595614
COL6A1,1.411463866,0.172094925,0.25681347,1.581788446,0.764231936,0.661556661
PABPC1,1.411801828,0.171996564,0.25681347,1.441681185,0.764480228,0.527752161
GSTT1,-1.414204091,0.1712987,0.256119719,0.599133288,0.766245934,-0.739051104
FMOD,-1.414509521,0.171210134,0.256119719,0.697973778,0.766470533,-0.518755257
TMEM119,1.419956587,0.169636794,0.254126438,1.887174718,0.770479943,0.916227996
RPS16,1.423727469,0.168554411,0.252749873,1.535063897,0.773259878,0.618298709
NID2,1.425228255,0.168125174,0.252350989,1.795628078,0.774367254,0.844488561
RPL35,1.427275296,0.167541118,0.251718726,1.617652091,0.775878591,0.69390136
RAB34,-1.42728261,0.167539034,0.251718726,0.714052906,0.775883992,-0.485897124
CD82,1.429778046,0.166829256,0.251137323,1.335659881,0.777727786,0.41755268
COL6A3,1.432091738,0.166173333,0.250393735,1.524066855,0.77943867,0.60792619
SEPTIN11,-1.441293569,0.163585146,0.246734278,0.769124097,0.786256135,-0.3787117
COMT,-1.442222012,0.163325817,0.246583705,0.55977672,0.786945159,-0.837076604
TUBB6,-1.459231556,0.1586332,0.239733067,0.641828559,0.799605914,-0.639740109
MACROH2A1,-1.462316514,0.157793917,0.238698039,0.590928477,0.801909743,-0.758944571
ERP44,-1.466298004,0.156716046,0.237299713,0.623703876,0.804886534,-0.681066871
CAMK2D,-1.468999953,0.155987978,0.236428837,0.824884153,0.806908871,-0.277736574
IFITM3,-1.474755085,0.154446345,0.234321933,0.849473468,0.811222365,-0.235359207
SLC1A4,-1.47611253,0.154084534,0.234002642,0.793902067,0.812240951,-0.332967043
AKR1C1,-1.479213983,0.153260462,0.232980015,0.826400243,0.814569868,-0.275087416
LAMB1,-1.480043865,0.153040568,0.232874722,0.807728058,0.815193432,-0.308058441
RAP2B,1.480413697,0.152942655,0.232874722,1.22246975,0.815471374,0.289798766
FLOT2,-1.481762938,0.152585879,0.232640797,0.673860797,0.816485657,-0.569477499
STXBP1,-1.483867341,0.152030768,0.232023265,0.696222653,0.818068511,-0.522379339
PNP,1.487107548,0.151179264,0.230951721,1.272430668,0.820507775,0.347587049
PTGS1,-1.491736837,0.149969463,0.229330157,0.593026236,0.823997165,-0.753832161
PPIB,-1.492989879,0.149643358,0.229058051,0.797156186,0.824942554,-0.327065676
RAD23A,-1.494808389,0.14917112,0.228561498,0.770805639,0.82631525,-0.375560969
ERGIC2,-1.496729853,0.148673468,0.228024981,0.607478974,0.827766529,-0.719093621
GDI2,1.505823408,0.146336628,0.22466378,1.193676024,0.834646956,0.255411327
PLVAP,1.507099911,0.146011013,0.224386706,1.472999203,0.835614387,0.558756649
TGM2,-1.508835866,0.14556915,0.223930255,0.821888358,0.836930654,-0.282985657
SLC16A3,1.509475844,0.145406529,0.223902883,1.477238724,0.837416092,0.562902987
HEPH,1.520554649,0.142614866,0.219823113,1.199942464,0.845835203,0.262965232
LAMC1,-1.523672086,0.141837303,0.218842785,0.711516725,0.848209535,-0.491030425
RAB22A,-1.524581215,0.141611201,0.218712205,0.672205882,0.848902393,-0.573024929
PRKAR2A,-1.525715314,0.141329564,0.218495507,0.527074403,0.849766979,-0.923921466
FAS,-1.526575178,0.141116337,0.218384241,0.663113272,0.850422707,-0.592672765
CCT2,1.530854645,0.14005905,0.216965221,1.385110526,0.853688825,0.470001101
SYNGR1,-1.53764195,0.138395544,0.214603321,0.788527741,0.858877893,-0.342766583
SNTB2,-1.540101841,0.137796679,0.213889223,0.545799113,0.860761248,-0.873558044
COL6A2,1.541727665,0.137402043,0.213491013,1.670160876,0.86200681,0.739987075
TUBA4A,-1.542624498,0.137184754,0.213367837,0.581049932,0.862694152,-0.783265948
KRT5,1.542922293,0.137112665,0.213367837,1.554346868,0.862922427,0.636308491
ACTB,-1.543404857,0.136995915,0.213367837,0.53761334,0.863292383,-0.895359159
DTNA,-1.543716919,0.136920459,0.213367837,0.589804034,0.863531653,-0.761692405
SURF4,-1.545034356,0.136602284,0.213320335,0.572695858,0.864542038,-0.804158926
ANXA1,-1.546903139,0.136152,0.212832146,0.827801343,0.865975974,-0.272643507
CTNND1,-1.552026867,0.134923716,0.211125572,0.828030312,0.869911706,-0.272244513
LMOD1,-1.552757625,0.134749284,0.211066254,0.519819051,0.870473535,-0.943918586
ARF6,1.556089991,0.133956206,0.21003681,1.205552897,0.873037162,0.269694954
RPS18,1.557188718,0.133695565,0.209840958,1.739209031,0.873883,0.798431337
RP2,-1.558404285,0.133407696,0.209601928,0.845352831,0.874819118,-0.24237448
CAPNS1,-1.558470465,0.133392038,0.209601928,0.812358843,0.874870093,-0.299810946
SEPTIN8,-1.558687195,0.133340771,0.209601928,0.549349451,0.875037039,-0.86420393
FCGR1A,1.558707957,0.133335861,0.209601928,1.367879403,0.875053032,0.451941043
CPQ,-1.560039409,0.133021277,0.209601928,0.591029828,0.876078889,-0.758697152
MARCKS,1.560855933,0.132828659,0.209601928,1.301188577,0.876708211,0.379830062
ENO3,1.572877276,0.130019467,0.205531796,1.464694771,0.885991618,0.550600052
RNF13,1.574163012,0.129721951,0.205271377,1.468315833,0.88698653,0.554162323
UTRN,-1.574991495,0.129530541,0.2051785,0.627691934,0.887627821,-0.671871424
TSN,-1.57576029,0.129353131,0.205107632,0.576131617,0.888223054,-0.795529664
SPCS2,-1.58149823,0.128035387,0.2032266,0.550892463,0.892669982,-0.860157371
H3-3A,-1.585031187,0.127229591,0.202155137,0.612564187,0.895411868,-0.707067072
TOM1L2,-1.587115461,0.126756192,0.201610158,0.660994949,0.897030816,-0.597288847
CTSD,1.591065264,0.125863098,0.200395829,1.249644243,0.900101583,0.321517438
BDH2,-1.592368029,0.12556968,0.200134769,0.754763006,0.901115212,-0.405904382
MOGS,-1.59661195,0.124617784,0.198822594,0.588779243,0.904419977,-0.764201283
TUBB,-1.599861932,0.123892898,0.19787027,0.919597171,0.906953587,-0.120926067
SNCG,-1.600103801,0.123839092,0.19787027,0.706650781,0.90714224,-0.500930667
EIF4A2,-1.605911001,0.122553064,0.196135649,0.6820101,0.911675826,-0.552134991
CTNNA1,-1.610130659,0.121625617,0.194853061,0.590364439,0.914974944,-0.760322273
PLIN3,1.615094277,0.120542171,0.19331763,1.641809897,0.918860993,0.715287089
WDR1,-1.618892429,0.119718584,0.192196189,0.87513019,0.92183843,-0.192430437
RPL18,1.62250403,0.118939824,0.191144457,1.422938769,0.924672709,0.508873582
RER1,-1.630932783,0.117138858,0.188446071,0.673412771,0.931299016,-0.570437014
SCARA3,-1.632750371,0.116753509,0.188021797,0.667085406,0.932730059,-0.584056616
M6PR,-1.639851498,0.11525818,0.185807243,0.549563337,0.938328243,-0.863642335
PSMB7,-1.644386807,0.114311602,0.184473629,0.810959924,0.941909689,-0.302297473
YWHAB,-1.647429258,0.113680275,0.183646505,0.828307647,0.944314884,-0.271761388
EPHX1,-1.648278453,0.113504587,0.183554489,0.743811605,0.944986587,-0.426990837
VPS28,1.649298694,0.113293814,0.183405483,1.577551331,0.945793803,0.657686949
RAB21,-1.653882435,0.112350915,0.182069723,0.551455651,0.949423384,-0.858683228
PLEKHO2,1.654330946,0.112259011,0.182069723,1.481051594,0.949778789,0.5666219
YWHAG,-1.65723899,0.111664658,0.181337774,0.815007704,0.95208426,-0.295114398
PTGES3,1.66171171,0.110755695,0.180050793,1.454978528,0.955633935,0.540997863
PPP1CA,1.665909884,0.109908216,0.178861159,1.635600275,0.958969843,0.709820211
MYO1B,-1.667845977,0.109519229,0.178415941,0.815469089,0.960509622,-0.294297904
P2RX4,-1.668842726,0.109319423,0.1782783,0.786440216,0.961302669,-0.346590996
H3-7,-1.669160867,0.109255714,0.1782783,0.587104765,0.96155584,-0.76831013
S100A4,-1.669357404,0.109216373,0.1782783,0.845424458,0.961712252,-0.242252246
HEBP2,-1.672014727,0.10868562,0.177807375,0.552313242,0.963827912,-0.856441379
CD180,1.678979026,0.107304969,0.17573462,1.649072642,0.969380168,0.721654952
SLC17A5,-1.679052493,0.107290484,0.17573462,0.738928828,0.969438798,-0.436492682
MANBA,1.679593541,0.107183859,0.17573462,1.387750249,0.969870611,0.472747952
SPNS1,-1.67980556,0.107142101,0.17573462,0.748286424,0.970039843,-0.418337494
BTN3A3,-1.680478584,0.107009636,0.17573462,0.673664077,0.970577112,-0.569898725
SEC63,-1.682595122,0.106593964,0.175499754,0.544473548,0.972267386,-0.877066135
ANXA11,-1.686361828,0.105857595,0.17447318,0.860388945,0.975277975,-0.216939107
WARS1,1.687634095,0.105609851,0.174250619,1.725380394,0.97629557,0.786914468
AHNAK,1.699632183,0.103297599,0.170800094,1.142515104,0.985909772,0.192213237
STAM2,1.700115313,0.103205399,0.170800094,1.463466922,0.986297583,0.549390137
TMEM63A,-1.701046384,0.103027912,0.170719348,0.663505156,0.987045103,-0.591820419
S100A11,-1.701405736,0.102959479,0.170719348,0.785558856,0.987333665,-0.348208725
HPCAL1,-1.703025161,0.102651564,0.170461137,0.684508253,0.988634428,-0.546860158
CAVIN2,-1.703046721,0.10264747,0.170461137,0.565511411,0.988651749,-0.82237196
RAP1B,-1.703531461,0.102555458,0.170461137,0.86215911,0.98904122,-0.213973954
GLO1,-1.708113722,0.101689127,0.169408826,0.765992147,0.992725481,-0.384598494
DNAJB11,-1.709628268,0.101404157,0.169116318,0.597932014,0.993944241,-0.741946638
CIT,-1.711616756,0.101031044,0.16867602,0.710122642,0.995545157,-0.493859887
YWHAH,-1.71192204,0.100973866,0.16867602,0.863935531,0.995791016,-0.211004436
ACP2,1.712253317,0.10091185,0.16867602,1.616765127,0.996057833,0.693110108
RPL23A,-1.715663151,0.100275403,0.167958584,0.597875001,0.998805583,-0.742084205
SERPINH1,1.719562208,0.099551838,0.166927486,1.3295991,1.001950715,0.410991311
RPL9,1.727485743,0.098095145,0.164663511,1.413813066,1.008352488,0.49959138
MFAP4,-1.737589966,0.096263984,0.161765346,0.792614486,1.01653617,-0.33530876
MSR1,1.741001057,0.095652437,0.161087873,1.720254881,1.01930396,0.782622337
CCDC47,-1.742738093,0.095342298,0.160740668,0.586526033,1.020714385,-0.769732952
LAMTOR2,1.744065878,0.095105809,0.16051701,1.265436282,1.021792954,0.339634866
CBR1,1.745029834,0.094934436,0.160402884,1.462199444,1.022576223,0.548140109
FBN1,1.751097652,0.093861755,0.158763976,1.203758287,1.027511328,0.26754573
PHB2,-1.756256199,0.092958005,0.15740753,0.479066114,1.031713208,-1.061703324
ELMOD2,-1.766868994,0.09112216,0.154468047,0.638976249,1.040375995,-0.646165788
HYOU1,-1.767997707,0.090928756,0.154309392,0.53450857,1.041298752,-0.903715014
TPD52L2,-1.771117513,0.090396014,0.153573888,0.708544721,1.043850718,-0.49706918
ANKH,-1.777784609,0.089266526,0.151821837,0.687594322,1.049311366,-0.540370464
STIP1,-1.780205597,0.088859399,0.151295848,0.608051625,1.051296631,-0.717734277
GNAI3,-1.790493043,0.087147192,0.148544167,0.567272123,1.0597466,-0.817887127
SLC25A5,-1.796648566,0.086136358,0.146983234,0.524048921,1.064813494,-0.932226598
AP2S1,1.79842538,0.085846467,0.146650428,1.375959819,1.066277576,0.460438341
ABI1,-1.798519845,0.085831078,0.146650428,0.566607308,1.066355434,-0.819578886
STAB1,1.799487589,0.085673567,0.146650428,1.897762846,1.06715315,0.924299717
PACSIN3,-1.801376757,0.085366804,0.146316053,0.862081426,1.068710976,-0.214103952
CTTN,-1.802712255,0.085150519,0.146107329,0.815549008,1.069812698,-0.294156522
CISD1,-1.803189663,0.085073318,0.146107329,0.705275163,1.070206629,-0.50374186
H2AC21,-1.805471163,0.084705212,0.145666582,0.630471289,1.072089867,-0.665497422
G6PD,1.806889372,0.084477087,0.145436054,1.562698687,1.073261069,0.644039631
GALNT1,-1.807678964,0.084350309,0.145379685,0.587701866,1.073913324,-0.766843617
SKP1,-1.813231929,0.083463353,0.144011544,0.578703205,1.078504173,-0.789104462
S100A16,-1.814780514,0.083217447,0.14374768,0.579027645,1.079785612,-0.788295865
ARPC3,-1.816404605,0.082960226,0.143463656,0.657387388,1.081130076,-0.605184317
HAPLN1,-1.820384188,0.082332854,0.142538177,0.531605839,1.084426832,-0.911571145
EHD2,-1.825270417,0.081568178,0.14137265,0.665277109,1.088479238,-0.587972701
RPS7,1.825598551,0.081517048,0.14137265,1.562222675,1.088751557,0.643600106
DCTN2,-1.830772328,0.080714531,0.140207488,0.482289473,1.093048274,-1.052028775
RPS4X,1.832945044,0.080379565,0.139782686,1.625032397,1.094854347,0.700468481
GAS6,1.836702324,0.079803158,0.138936579,1.292413518,1.097979924,0.370067745
KRT6A,1.842934964,0.078854921,0.137440482,1.882347496,1.1031712,0.912532985
MZB1,1.848589902,0.078003069,0.136109192,1.443774071,1.107888312,0.529844999
AHNAK2,1.848723786,0.077982998,0.136109192,1.472371235,1.108000072,0.55814147
WASF2,1.850026811,0.077787895,0.136040821,1.690314261,1.109087982,0.757291496
LUM,1.850316544,0.077744571,0.136040821,1.381890815,1.10932993,0.466643631
GSTM2,-1.852187937,0.077465244,0.13578375,0.693110459,1.110893106,-0.528842807
ALDH7A1,-1.862023535,0.076011494,0.133386799,0.530652329,1.11912073,-0.914161146
MYDGF,1.864075045,0.075711287,0.133010965,1.269811507,1.120839373,0.344614357
APOL1,1.864422641,0.075660524,0.133010965,1.632602449,1.121130656,0.707173526
APOA5,1.864889605,0.075592375,0.133010965,1.869405966,1.121522008,0.902579904
TWF2,1.866879,0.075302643,0.132745595,1.566095718,1.123189779,0.647172391
GSTO1,1.870971072,0.074709726,0.131850727,1.322688671,1.126622855,0.403473526
PDCD6IP,1.881257688,0.073237229,0.129547775,1.409279245,1.135268098,0.494957507
KRT85,1.885710148,0.072607782,0.128581478,1.523263866,1.139016833,0.607165873
RPL23,-1.888938849,0.072154303,0.127924946,0.675758533,1.141737762,-0.56542027
